Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
CakeZone,https://www.zomato.com/cakeszone,"Bakery, Desserts","Domlur, Bangalore",8am – 1am (Today),"31, 1st Floor, SGR Junction, 7th Cross, Near Canara Bank, Domlur, Bangalore",+917411487970,1,1,0,0,-,0,4.0,5068,,"Chocolate Truffle Cake, Eggless Cake, Rasmalai, Cakes, Pastries, Desserts","Prompt Delivery, Good Packing, Quick Delivery, Excellent Service, Great Service, Good Taste",300
Hari Super Sandwich,https://www.zomato.com/bangalore/hari-super-sandwich-brigade-road-bangalore,"Fast Food, Sandwich, Street Food","Brigade Road, Bangalore",10:30am – 10pm (Today),"17, Saint Patric Complex, Brigade Road, Bangalore",+919901475841,1,1,1,1,3.2,13,3.6,859,,,,200
Kapoor's Cafe,https://www.zomato.com/bangalore/kapoors-cafe-kalyan-nagar,"North Indian, Beverages, Desserts","Kalyan Nagar, Bangalore",9am – 11pm (Today),"7M-215, 2nd Block, 7th Main Road, 80 Feet Road, HRBR Layout, Kalyan Nagar, Bangalore",+919167997428,1,1,1,0,4.2,731,3.9,3021,,"Kulhad Lassi, Aloo Pyaaz Paratha, Paneer Parantha, Dry Fruit Lassi, Authentic Punjabi Food, Chaas","Pure Veg, Rooftop Ambience, Comfortable Seating Area, Combos, Packed on Weekends, Seating Arrangement",700
Sardarji Londonwaley,https://www.zomato.com/bangalore/sardarji-londonwaley-thippasandra-bangalore,"North Indian, Chinese","Thippasandra, Bangalore",,"ATR Raju Plaza, BEML Main Road, Near 80 Feet Road, Thippasandra, Bangalore",+918699967872,1,0,0,0,-,0,3.7,4831,,,"Elaborate Menu, Fresh Food, Customizable Food, Good Quality, Quantity",150
La Pino'z Pizza,https://www.zomato.com/bangalore/la-pinoz-pizza-indiranagar-bangalore,"Pizza, Fast Food","Indiranagar, Bangalore",11am – 11pm (Today),"Shop 2, Survey 3047, 80 Feet Road, Indiranagar, Bangalore",+917622098405,1,1,1,0,3.7,2,4.1,100,,,,500
Potful - Claypot Biryanis,https://www.zomato.com/bangalore/potful-claypot-biryanis-thippasandra-bangalore,"Biryani, Kebab, Mughlai, North Indian, Desserts, Beverages","Thippasandra, Bangalore",11am – 11:30pm (Today),"951/2A, 2nd Floor, Seethappa Colony, HAL 3rd Stage, BEML Main Road, Thippasandra, Bangalore",+918047185254,1,1,0,0,-,0,4.2,1485,,,"Great Taste, Customizable Food, Portion, Elaborate Menu, Fresh Food, Good Quality",300
Lassi Shop,https://www.zomato.com/bangalore/lassi-shop-jeevan-bhima-nagar,"Fast Food, Ice Cream, Desserts, Shake, Beverages","Jeevan Bhima Nagar, Bangalore",12noon – 11pm (Today),"473, 10th Main, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",+917349535552,1,1,0,0,-,0,4.2,4083,,,,100
California Burrito,https://www.zomato.com/bangalore/california-burrito-indiranagar,"Mexican, Fast Food, Beverages, Desserts","Indiranagar, Bangalore",11am – 1am (Today),"23, Ground Floor Sri Avenue 3rd B Cross, 60 Feet Service Road, Domlur 2nd Stage Extension, Indiranagar, Bangalore",+918047091118,1,1,1,0,4.1,411,4.2,6910,,"Nimbu Pani, Chicken Quesadilla, Burrito, Guacamole, Bbq Chicken, Tacos","Low Price, Prompt Service, Great Ambiance, Concept, Portion Size, Decent Place",500
Paratha Envy,https://www.zomato.com/bangalore/paratha-envy-thippasandra-bangalore,North Indian,"Thippasandra, Bangalore",,"Jeevan Bhima Nagar Main Road, Ward 74, Shetty Palaza, Puttappa Layout, Thippasandra, Bangalore",+918045025371,1,0,0,0,-,0,4.3,6687,,"Achari Chicken Paratha, Cheese Chilli Paratha, Parathas, Sides, Lassi, Sauce","Packing, Proper Packaging, Good Taste, Worth the Money, Great Portions, Fresh Food",150
Glen's Bakehouse,https://www.zomato.com/bangalore/glens-bakehouse-indiranagar,"Bakery, Italian, Pizza, Sandwich, Street Food, Desserts, Beverages","Indiranagar, Bangalore",9am – 12midnight (Today),"297, 100 Feet Road, Indiranagar, Bangalore",+918041228773,1,1,1,0,4.2,5867,4.1,7550,wide variety of desserts,"Red Velvet Chocolate Cupcake, Citrus Chicken, Frozen Mud Pie, Signature Coffee, Banana Pie, Chicken Pot Pie","Elegant Decor, Warm Ambience, Cute Ambience, Beautiful Cafe, Outside Seating, Pretty Place",400
Donne Biriyani House,https://www.zomato.com/bangalore/donne-biriyani-house-kammanahalli-bangalore,"Biryani, South Indian","Kammanahalli, Bangalore",11am – 12midnight (Today),"Shop 01, 1st Floor, Building 37/1, Govindappa Cross Road, Ramaswamy Palya, Kammanhalli Main Road, Kammanahalli, Bangalore",+919986706661,1,1,0,0,-,0,3.7,1860,,,,150
NIC - Natural Ice Creams,https://www.zomato.com/bangalore/nic-natural-ice-creams-indiranagar-bangalore,Ice Cream,"Indiranagar, Bangalore",,"Shop 3, 9th Cross, 1st Stage, Indiranagar, Bangalore",+919108177484,1,0,0,1,-,0,4.4,1921,,,"Flavour, Value for Money, Worth the Money, Packaging, Good Quality",100
Royal Restaurant,https://www.zomato.com/bangalore/royal-restaurant-shivajinagar,"North Indian, Chinese","Shivajinagar, Bangalore",8am – 6am (Today),"6, HKP Road, Broadway Road, Shivajinagar, Bangalore",+917829815068,1,1,1,0,4.0,220,4.0,19200,,"Mutton Briyani, Chilli Chicken, Ghee Rice, Fried Rice","Delivery Person, Weekend Brunch, Best Food, Good Quantity, Elaborate Menu, Young Crowd",200
New Krishna Sagar,https://www.zomato.com/bangalore/new-krishna-sagar-indiranagar,"South Indian, North Indian, Chinese, Beverages","Indiranagar, Bangalore",7am – 10:30pm (Today),"7/1, 80 Feet Road, Michael Palya, Indiranagar, Bangalore",+919845281407,1,1,1,1,3.5,80,3.5,8983,,,,350
Ambur Star Briyani Since 1890,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-indiranagar-bangalore,"Biryani, Andhra, Chinese, Beverages","Indiranagar, Bangalore",11am – 11pm (Today),"194, Akruti Chambers, 1st Floor, Link Road 4, Stage 2, Hoysala Nagar, Indiranagar, Bangalore",+918043747373,1,1,1,0,3.2,88,4.3,4210,,,"Excellent Taste, Spicy, Quality, Price, Ambience",700
Call Me Chow,https://www.zomato.com/bangalore/call-me-chow-kalyan-nagar-bangalore,"Chinese, Japanese, Thai, Indonesian, Asian","Kalyan Nagar, Bangalore",11am – 12midnight (Today),"41, 7th Cross, 3rd Street, Subbanapalaya, Jai Jawan Nagar, Banaswadi Main Road, Kalyan Nagar, Bangalore",+917619215982,1,1,0,0,-,0,4.2,939,,,,200
Andhra Biryanis,https://www.zomato.com/bangalore/andhra-biryanis-indiranagar-bangalore,"Biryani, Andhra, Chinese, North Indian","Indiranagar, Bangalore",,"462, Ground Floor, Krishna Temple Road, Indiranagar, Bangalore",+918431045766,1,0,0,0,-,0,4.0,2529,,,"Value for Money, Worth the Money, Timely Service, Great Portions, Delicious Food, Good Food",250
Falahaar & Kota Kachori,https://www.zomato.com/bangalore/falahaar-kota-kachori-indiranagar-bangalore,"North Indian, Rajasthani, Fast Food, Street Food, Mithai, Beverages","Indiranagar, Bangalore",,"212/A, 1st Main Road, Domlur 2nd Stage, Indiranagar, Bangalore",+919108975188,1,0,0,0,-,0,3.7,3061,,,,100
Ludos Pizza,https://www.zomato.com/bangalore/ludos-pizza-indiranagar-bangalore,"Pizza, Desserts","Indiranagar, Bangalore",,"21, 1st Floor, CMH, Road, Indiranagar 2nd Stage, Indiranagar, Bangalore",+918045025371,1,0,0,0,-,0,4.0,191,,,,200
WarmOven Cake & Desserts,https://www.zomato.com/bangalore/warmoven-cake-desserts-indiranagar-bangalore,"Bakery, Desserts","Indiranagar, Bangalore",,"2470, 2nd Floor, V B Plaza, 16th C Main, 2nd Cross, HAL 2nd Stage, Indiranagar, Bangalore",+918047108564,1,0,0,0,-,0,4.0,11400,,"Litchi Cake, Choco Chip Cake, Ferrero Rocher Cake, Cake Jar, Chocolate Truffle Cake, Dessert Counter","Prompt Delivery, Quick Delivery, Amazing Service, Prompt Service, Awesome Service, Great Taste",350
LunchBox - Meals and Thalis,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-indiranagar-bangalore,"North Indian, Healthy Food, Beverages, Chinese","Indiranagar, Bangalore",,"Shop 6, 1st Floor, Binnamangala, 1st Stage, Indiranagar, Bangalore",+917304678007,1,0,0,0,-,0,3.5,213,,,,200
Goli Vada Pav,https://www.zomato.com/bangalore/goli-vada-pav-thippasandra-bangalore,"Street Food, Fast Food, Burger, Ice Cream, Desserts","Thippasandra, Bangalore",10am – 10:30pm (Today),"21, Ground Floor, BEML Main Road, Thippasandra, Bangalore",+919886704467,1,1,0,0,3.1,1,3.4,65,,,,350
Meat And Eat,https://www.zomato.com/bangalore/meat-and-eat-domlur,"Burger, Fast Food, Desserts, Beverages, BBQ, Sandwich, Finger Food","Domlur, Bangalore",11am – 3am (Today),"19, 1st Cross, HAL, Domlur, Bangalore",+919916559777,1,1,1,0,3.3,75,3.8,2009,,,,400
Adiga's,https://www.zomato.com/bangalore/adigas-indiranagar-bangalore,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages","Indiranagar, Bangalore",7am – 11pm (Today),"845/B, Ground Floor, Double Road, Binnamangala, 1st Stage, Near Jockey Show Room, Indiranagar, Bangalore",+918494911142,1,1,1,1,2.8,351,3.9,5088,,,"Breakfast, Quick Service, Tasty, Location, Great Place, Good Place",800
Rahhams,https://www.zomato.com/bangalore/rahhams-airport-road,"Biryani, Mughlai, North Indian, Kebab, Chinese, Seafood, Rolls, Beverages","Old Airport Road, Bangalore",12:30pm – 11pm (Today),"1, Medison Complex, Kodihalli, Near Leela Palace, Old Airport Road, Bangalore",+918025269700,1,1,1,0,2.4,437,3.6,1603,their variety of biryanis,,,700
Great Indian Khichdi,https://www.zomato.com/bangalore/great-indian-khichdi-indiranagar-bangalore,"Healthy Food, Beverages","Indiranagar, Bangalore",,"3rd Floor, 169/B, 13th Main Road, 2nd Stage, HAL, Indiranagar, Bangalore",+917875639883,1,0,0,0,-,0,4.1,640,,,,150
Ambur Biryani Point,https://www.zomato.com/bangalore/ambur-biryani-point-koramangala-1st-block,"Biryani, Fast Food","Koramangala 1st Block, Bangalore",11am – 11pm (Today),"303, 1st Main, 1st Block, Jakkasandra, Koramangala 1st Block, Bangalore",+919739191644,1,1,1,0,3.3,18,4.3,17500,,,"Economical, Timely Service, Worth the Money, Good Taste, Delicious Food, Great Portions",200
The Punjabi Rasoi,https://www.zomato.com/bangalore/the-punjabi-rasoi-brookefield-bangalore,"North Indian, Chinese, Mughlai","Brookefield, Bangalore",,"12, Gandhinagar, Munnekollal, Bangalore, Mahadevapura, Brookefield, Bangalore",+918041714899,1,0,0,0,-,0,4.0,1668,,,,150
Smoor,https://www.zomato.com/bangalore/smoor-2-indiranagar-bangalore,"Desserts, Cafe, Pizza, Asian, Thai, Italian, Beverages, Shake","Indiranagar, Bangalore",8am – 12midnight (Today),"1131, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",+918025211901,1,1,1,0,4.6,2129,4.3,4721,,"Chocolate Marquise, Honey Nut Crunch, Cajun Fries, Ice Cream Strawberry, Egg Benedict, Gooey Chocolate","Elegant Decor, Classy Place, Dessert Menu, Great Atmosphere, Breakfast Menu, Great Location",900
Krispy Kreme,https://www.zomato.com/bangalore/krispy-kreme-indiranagar,"Desserts, Beverages","Indiranagar, Bangalore",10am – 11pm (Today),"788, 12th Main, HAL, Stage 2, Off 100 Feet Road, Near Sony Centre, Indiranagar, Bangalore",+919741310292,1,0,1,1,3.9,310,4.2,1918,,,"Friendly Staff, Location, Ambiance, Quantity",400
Savoury Express,https://www.zomato.com/bangalore/savoury-express-jeevan-bhima-nagar-bangalore,"Mughlai, North Indian, Fast Food, Chinese, Desserts, Beverages, Shake","Jeevan Bhima Nagar, Bangalore",12noon – 1am (Today),"1, Main Road, Jeevan Bhima Nagar, Bangalore",+918041119900,1,1,1,0,2.9,69,3.8,4562,,,,800
Pathaan Sir,https://www.zomato.com/bangalore/pathaan-sir-1-indiranagar,"Fast Food, Momos, Rolls, Kebab, Juices","Indiranagar, Bangalore",2pm – 1am (Today),"621/B, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",+918041440844,1,1,1,0,2.8,265,4.0,12900,,"Double Chicken Tikka Roll, Chicken Manchurian Roll, Jumbo Roll, Cheese Roll, Fries","Worth the Price, Economical, Wonderful Presentation, Prompt Service, Best Food, Contactless Delivery",300
Biryani By Kilo,https://www.zomato.com/bangalore/biryani-by-kilo-koramangala-6th-block-bangalore,"Biryani, Mughlai, Kebab, Hyderabadi","Koramangala 6th Block, Bangalore",10am – 11pm (Today),"504, 1st Floor, 6th Cross, Club Road, Koramangala 6th Block, Bangalore",+919555212212,1,1,1,0,4.0,169,4.1,1461,,"Matka Phirni, Chicken Ghee Roast, Chicken 65, Veg Biryani, Briyani, Kebabs","Amazing Interiors, Awesome Spot to Hangout, Cheap and Affordable, Fantastic Decoration, Concept, Authentic Taste",700
Thalaivars Biryani,https://www.zomato.com/bangalore/thalaivars-biryani-indiranagar-bangalore,"Biryani, South Indian","Indiranagar, Bangalore",,"23, Indiranagar Double Road, Stage 2, Indiranagar, Bangalore",+918047192229,1,0,0,0,-,0,4.0,1469,,,,250
Big Bowl Company,https://www.zomato.com/bangalore/big-bowl-company-indiranagar-bangalore,"North Indian, Chinese, Biryani, Fast Food, Momos","Indiranagar, Bangalore",,"Shop 7, Upper Ground Floor, Building 3047, 80 Feet Road, Hal 2nd Stage Indiranagar, Bangalore",+918041537259,1,0,0,0,-,0,3.8,73,,,,200
Shanthi Sagar,https://www.zomato.com/bangalore/shanthi-sagar-ulsoor,"South Indian, North Indian, Chinese, Beverages, Desserts, Shake","Ulsoor, Bangalore",7am – 10pm (Today),"9/1, Tank Road, Ulsoor, Bangalore",+918041135196,1,1,1,1,3.8,207,4.2,19100,,,"Good Taste, Worth the Money, Prices, Good Food",250
New Udupi Garden,https://www.zomato.com/bangalore/new-udupi-garden-airport-road-bangalore,"South Indian, North Indian, Beverages, Chinese","Old Airport Road, Bangalore",7am – 11pm (Today),"9, Ground Floor, Wind Tunnel Road, Murugeshpalaya, Old Airport Road, Bangalore",+919071191945,1,1,1,1,3.5,58,3.9,6603,,,,350
Cakewala,https://www.zomato.com/bangalore/cakewala-hsr-bangalore,"Bakery, Desserts","HSR, Bangalore",8am – 10:30pm (Today),"461, 17th Cross, 4th Sector, HSR, Bangalore",+918049766699,1,1,0,0,-,0,4.2,13600,,"Blueberry Cheese Cake, Pastries, Cakes, Red Velvet, Snacks","Value for Money Experience, Good Taste, Worth the Money, Timely Service, Delicious Food, Staff",100
Baskin Robbins,https://www.zomato.com/bangalore/baskin-robbins-indiranagar-bangalore,"Ice Cream, Desserts, Beverages","Indiranagar, Bangalore",11am – 12midnight (Today),"3302, Unit 1, 12th A Main, ESI Hospital Road, Doopanaghalli, Indiranagar, Bangalore",+919844776570,1,0,1,1,-,2,4.0,269,,,,400
Chulha Chauki Da Dhaba,https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-marathahalli-bangalore,"North Indian, Biryani, Chinese, Beverages","Marathahalli, Bangalore","12noon – 3:30pm, 6:30pm – 10:30pm (Today)","2nd Floor, Mahadevapura, Outer Ring Road, Opposite EMC 2, Marathahalli, Bangalore",+917349738050,1,1,1,0,4.5,2982,4.0,5034,,"Paneer Lasuniya, Makhmali Paneer Tikka, Paneer Mushroom Masala, Sawariya Chicken, Punjabi Chicken Curry, Salted Lassi","Hospitality was Amazing, Dhaba Feel, Dhaba Ambience, Good Food and Good Ambience, Ambience and Service, Supportive Staff",1000
Asha Sweet Center,https://www.zomato.com/bangalore/asha-sweet-center-indiranagar-bangalore,"Mithai, Street Food","Indiranagar, Bangalore",9am – 9pm (Today),"6, Ground Floor, Binnamangala 1st Stage, CMH Road, Indiranagar, Bangalore",+919113652552,1,1,1,1,2.3,5,4.4,1071,,,,400
Chai Point,https://www.zomato.com/bangalore/chai-point-5-indiranagar-bangalore,"Tea, North Indian, Fast Food, Street Food, Beverages","Indiranagar, Bangalore",7am – 12midnight (Today),"House 496, Salarpuria, Binnamangala 1st Stage Extension, Indiranagar, Bangalore",+919739290409,1,1,1,0,2.4,8,3.9,371,,,,400
Yumlane Pizza,https://www.zomato.com/bangalore/yumlane-pizza-indiranagar-bangalore,"Pizza, Fast Food, Desserts, Beverages","Indiranagar, Bangalore",,"Basement Shop, Below Shoe Factory, Tahir Arcade, 1309, Jeevan Bima Nagar, Main Road, HAL 3rd Stage, Opposite To Medlife Medical, Indiranagar, Bangalore",+918951393426,1,0,0,0,-,0,3.9,1095,,,,250
Mad Over Donuts,https://www.zomato.com/bangalore/mad-over-donuts-1-indiranagar-bangalore,"Desserts, Beverages","Indiranagar, Bangalore",10am – 11:45pm (Today),"Shop 6, First Floor, Binnamangala 1st Stage, Indiranagar, Bangalore",+919900047169,1,1,0,1,-,0,3.9,201,,,,100
Bakingo,https://www.zomato.com/bangalore/bakingo-thippasandra-bangalore,"Bakery, Desserts","Thippasandra, Bangalore",,"875/798, 4th Main Road, 5th Cross, Hal 3rd Stage, Thippasandra, Bangalore",+919620438440,1,0,0,0,-,0,4.3,72,,,,350
Sattvam,https://www.zomato.com/bangalore/sattvam-whitefield-bangalore,"North Indian, South Indian","Whitefield, Bangalore",Opens at 7pm,"138/139, 3rd Floor, Opposite Decathlon, Garudacharapalya, Mahadevpura, Whitefield, Bangalore",+916364150001,1,1,1,1,4.3,402,4.0,394,,"Buffet, Deserts, Starters, Pasta","Jain Food Options, Great Buffet Spread, Variety of Veg Options, Ample Seating Area, Good for Large Groups, Relaxed Atmosphere",1500
Starbucks Coffee,https://www.zomato.com/bangalore/starbucks-coffee-indiranagar-bangalore,"Coffee, Desserts, Beverages","Indiranagar, Bangalore",8am – 11pm (Today),"2013, Ground Floor, Samrat Building, 100 Feet Road, Indiranagar, Bangalore",+9118602660010,1,1,1,0,4.3,662,4.2,417,,"Dark Mocha, White Chocolate Mocha, Latte, Coffees, Sandwiches, Drink","Free Wifi, Great Location, Calm, Vibe, Cafe, Perfect Place",600
Madurai Idly Shop,https://www.zomato.com/bangalore/madurai-idly-shop-indiranagar,"South Indian, Chinese","Indiranagar, Bangalore",7am – 11pm (Today),"3048, 80 Feet Road, CV Raman Road, HAL 2nd Stage, Tippasandra, Indiranagar, Bangalore",+919148186349,1,1,1,1,3.7,826,4.0,2471,Authentic South Indian cuisine,"Mini Idlis, Sambhar, Chutneys, Filter Coffee, Masala Dosa, Tea","Breakfast, Great Value, Friendly Place, Reasonable Prices, Prompt Service, Decent Place",300
Aligarh House,https://www.zomato.com/bangalore/aligarh-house-1-indiranagar-bangalore,"Biryani, North Indian, Kebab, Desserts, Beverages","Indiranagar, Bangalore",8am – 11:30pm (Today),"1309, 10th Main, HAL 3rd Stage, Indiranagar, Bangalore",+919943226483,1,1,0,0,-,0,3.9,403,,,"Contactless Delivery, Great Portions, Timely Service, Packaging",250
Samosa Party,https://www.zomato.com/bangalore/samosa-party-1-jeevan-bhima-nagar,"Fast Food, Beverages, Burger, Tea","Jeevan Bhima Nagar, Bangalore",9am – 10pm (Today),"11, H A L 3 Stage, 10 Main Road, Jeevan Bhima Nagar, Bangalore",+917676657708,1,1,1,0,4.1,385,4.1,3967,,"Punjabi Samosa, Indori Poha, Cheese Samosa, Ginger Tea, Chai, Snacks","Cozy Ambiance, Great Recommendations, Good Value, Polite Staff, Reasonable Prices, Concept",200
Delicacy,https://www.zomato.com/bangalore/delicacy-frazer-town,"Chinese, Thai","Frazer Town, Bangalore",11:30am – 11pm (Today),"Kenchappa Road Cross, Frazer Town, Bangalore",+917411585385,1,1,1,0,3.8,270,4.0,7822,being the pocket friendly chinese option in Bangalore,"Egg Fried Rice, Momos, Chilli Chicken, Starters","Quick Delivery, Portion, Good Taste, Quantity, Main Course, Prices",500
Rolls On Wheels,https://www.zomato.com/bangalore/rolls-on-wheels-indiranagar,"Rolls, Chinese, North Indian","Indiranagar, Bangalore",11am – 11pm (Today),"3145, HAL, 2nd Stage, Opposite ESI Hospital, Indiranagar, Bangalore",+919071734129,1,1,1,0,3.0,85,4.2,1528,,,,300
Laddoos,https://www.zomato.com/bangalore/laddoos-jeevan-bhima-nagar,"Mithai, North Indian, Beverages, Fast Food, Street Food, Desserts","Jeevan Bhima Nagar, Bangalore",9:30am – 10:30pm (Today),"J B Nagar Main Road, HAL 3 Stage, Jeevan Bhima Nagar, Bangalore",+919380970276,1,1,1,1,2.9,202,3.9,3338,,"Samosa, Chaat, Sweets, Paratha",,300
Chinese Wok - Wok Express,https://www.zomato.com/bangalore/chinese-wok-wok-express-indiranagar-bangalore,"Momos, Chinese","Indiranagar, Bangalore",,"Shop 7, Upper Ground Floor, Building 3047, 80 Feet Road, Hal 2nd Stage, Indiranagar, Bangalore",+918041537259,1,0,0,0,-,0,3.5,150,,,,200
The Biryani Life,https://www.zomato.com/bangalore/the-biryani-life-indiranagar-bangalore,"Fast Food, North Indian, Desserts, Beverages","Indiranagar, Bangalore",,"541, 1st Stage, CMH Road, Binnamangala, Indiranagar, Bangalore",+919987240001,1,0,0,0,-,0,3.4,220,,,,250
